KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
569	SINIST=2	CUSAG=1	AGE=6	SEXE=2	CLANG=1	CPOST=8	BM=11	BM_1=10	PUIS12M=5	DPOLI2M=2	DCONS2M=2	PRIM3M=3
570	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=8	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
571	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
572	SINIST=1	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=2	BM=4	BM_1=4	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
573	SINIST=2	CUSAG=1	AGE=1	SEXE=1	CLANG=2	CPOST=11	BM=9	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
574	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
575	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=9	BM_1=10	PUIS12M=10	DPOLI2M=2	DCONS2M=2	PRIM3M=3
576	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=2	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
577	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=2	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
578	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=3	BM=5	BM_1=5	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=3
579	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
580	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=2	BM=6	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=2
581	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
585	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
586	SINIST=2	CUSAG=1	AGE=7	SEXE=2	CLANG=2	CPOST=2	BM=10	BM_1=10	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
587	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=2	BM=6	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
588	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=10	BM_1=10	PUIS12M=10	DPOLI2M=2	DCONS2M=1	PRIM3M=3
589	SINIST=2	CUSAG=2	AGE=8	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=1
590	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=6	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
591	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
592	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
593	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
594	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=1
595	SINIST=1	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=1
596	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=1
597	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
598	SINIST=1	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=3	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=1
599	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=1
600	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=1
601	SINIST=2	CUSAG=1	AGE=5	SEXE=2	CLANG=2	CPOST=12	BM=11	BM_1=11	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
602	SINIST=2	CUSAG=1	AGE=5	SEXE=2	CLANG=2	CPOST=12	BM=11	BM_1=11	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
603	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=1
605	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
609	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=12	DPOLI2M=1	DCONS2M=1	PRIM3M=2
610	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
611	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
612	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
613	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=5	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
614	SINIST=2	CUSAG=2	AGE=1	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=3
616	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
617	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
618	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
619	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=2	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
621	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
622	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
623	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
624	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=12	DPOLI2M=1	DCONS2M=1	PRIM3M=2
625	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
626	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=3
627	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
629	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=6	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
631	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
632	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
635	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
636	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
637	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
639	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
640	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=6	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
642	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
644	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
645	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
646	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
649	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
651	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
654	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
656	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
657	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
658	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
659	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
661	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=10	BM_1=8	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
662	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
663	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
664	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
665	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=4	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=3
667	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
668	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=11	DPOLI2M=1	DCONS2M=2	PRIM3M=3
669	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=9	BM=3	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
671	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=3	BM=3	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=1
672	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
673	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
674	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
678	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=2
679	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
680	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
681	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
682	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
684	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
685	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=6	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=2
687	SINIST=2	CUSAG=1	AGE=2	SEXE=1	CLANG=2	CPOST=2	BM=4	BM_1=5	PUIS12M=5	DPOLI2M=1	DCONS2M=2	PRIM3M=2
688	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
689	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=12	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
691	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
692	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
694	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
695	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=5	BM_1=6	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
696	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
698	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
699	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
700	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
702	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=2
703	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
704	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
707	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=2
708	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
710	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
711	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
713	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
714	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=10	DPOLI2M=1	DCONS2M=2	PRIM3M=3
715	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
717	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
718	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
719	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
720	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=10	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
724	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=3	BM_1=4	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
725	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
726	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
727	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
728	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
729	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
730	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
732	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=3	PUIS12M=2	DPOLI2M=1	DCONS2M=2	PRIM3M=2
733	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
735	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
736	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
739	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
740	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
741	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=8	BM=4	BM_1=2	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=3
742	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
743	SINIST=2	CUSAG=1	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=3
744	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
747	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
748	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
749	SINIST=1	CUSAG=1	AGE=1	SEXE=1	CLANG=1	CPOST=12	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
750	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
751	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
752	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
753	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
754	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
757	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
759	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
760	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
761	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
762	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
764	SINIST=1	CUSAG=2	AGE=1	SEXE=1	CLANG=1	CPOST=3	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
766	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=3	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
769	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
770	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
771	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
